PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam
218,4/14/23,6:05:11 PM,5,2,Fran Oschell iii,oschefr42,Right,Duke,Patrick Roche,rochepa43,Right,Boston college,,7,Bottom,2,0,1,Fastball,,BallCalled,,,,0,0,,96.39464683,-1.501757571,-1.947045129,2168.825414,205.5143518,12:45,6.734026991,1.28667793,6,-15.25085842,14.92706997,6.115670836,4.06645557,-0.013713092,87.58876494,-4.369967833,-0.794488522,0.395381399,,,,,,,,,,,,-3.869265365,8.488332708,-1.13183549,50,6.602868665,4.548348527,-140.1453631,-4.214792031,-7.652645959,33.31193262,-15.38579681,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,9b0431ad-f20c-41a8-bbdf-bae4b2850e52,96.59577773,6.734480764,1.289092903,-1.507895666,-1.976386896,87.7590818,4.06649389,-0.015652431,-4.368809852,-0.824223387,0.395256158,6.391000549,13.87866254,-19.54972571,65.01844979,2043.795734,-725.7428431,94.23514317,-0.850450888,-0.334624834,-0.405905788,,,,,,,,,,,,,,,,,0.99654702,0,,,medium,high,31.48339519,-71.70666176,54.66,Alex Stone,stoneal45,Duke
219,4/14/23,6:05:32 PM,5,3,Fran Oschell iii,oschefr42,Right,Duke,Patrick Roche,rochepa43,Right,Boston college,,7,Bottom,2,1,1,Fastball,,BallCalled,,,,0,0,,94.95885182,-0.961622739,-0.174037063,2220.238872,203.8125649,12:45,6.366778908,0.466667697,6,-15.53190586,15.5546843,6.008100238,4.17875674,0.805614568,86.19315041,-3.886057412,0.959595396,0.401289749,,,,,,,,,,,,-3.2915972,8.674034078,-0.456022294,50,6.279487596,0.210725637,-138.1522579,-2.858985635,-6.317769174,32.75551497,-15.52543137,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,55a559ff-ca23-47db-b6b9-443be24af481,95.16202974,6.367347805,0.469120202,-0.969165573,-0.203417026,86.36338268,4.178735221,0.803682914,-3.885845507,0.930131033,0.401157543,6.283117431,14.44408398,-17.06130966,62.0493802,2122.529165,-651.4066259,95.59913538,-0.874608908,-0.293394839,-0.385977624,,,,,,,,,,,,,,,,,0.99706482,0,,,medium,high,34.15555782,19.897591,54.66,Alex Stone,stoneal45,Duke
220,4/14/23,6:05:53 PM,5,4,Fran Oschell iii,oschefr42,Right,Duke,Patrick Roche,rochepa43,Right,Boston college,,7,Bottom,2,2,1,Curveball,,StrikeCalled,,,,0,0,,84.38099589,-0.170625151,1.1487655,2326.79411,62.11690136,8:00,6.596796019,0.637114121,6,-40.55873556,-1.295986737,-6.981804825,3.058311789,1.122955095,77.33675724,-7.764241017,-0.166490989,0.450984767,,,,,,,,,,,,4.093643864,-0.649025131,-0.726469539,50,6.559162625,-2.245777186,-122.7821948,-1.622269796,6.225778965,25.15930843,-33.16111323,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,26cddb87-8c27-4557-b6b9-5c4b2108b3af,84.50572733,6.589674532,0.639030809,-0.084699347,1.124976011,77.42522153,3.064304348,1.121682599,-7.67351991,-0.185576041,0.450883107,-6.754687838,-3.441565809,-73.57887972,78.93433054,657.7731712,-2231.883798,28.26950474,0.132207737,-0.959209836,0.249875177,,,,,,,,,,,,,,,,,0.983179546,0,,,medium,high,18.95910251,33.3014091,54.66,Alex Stone,stoneal45,Duke
221,4/14/23,6:06:15 PM,5,5,Fran Oschell iii,oschefr42,Right,Duke,Cameron Leary,learyca42,Left,Boston college,,7,Bottom,2,2,2,Fastball,,InPlay,,FlyBall,Out,1,0,,96.70127458,-2.854446393,-1.419637639,2220.949345,208.1098169,1:00,6.352403703,0.736546936,6,-14.97841424,15.03339892,6.895368895,2.448635038,-0.008337748,88.01725276,-5.663040488,-0.119944926,0.394291704,83.03262409,27.5720167,25.21026019,,,,,272.4058192,,25.09988262,3.231166879,-4.132023225,8.939049448,-0.625094656,50,6.111218874,3.237910236,-140.5075417,-7.538438828,-8.218510153,33.34445133,-14.39446205,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,617bf468-6fce-43fc-bbd7-114b1383347f,96.89992233,6.352876892,0.739179257,-2.86078628,-1.451468861,88.18397411,2.448646965,-0.010414576,-5.662307446,-0.15195193,0.394169041,7.194040181,14.00919305,-15.71300929,60.95379714,2137.95309,-601.4753368,96.26302798,-0.849084333,-0.270819025,-0.453555786,31.35038319,66.59199979,38.43274256,0.163470398,1.984001528,2.657004331,115.5538859,246.6824472,,,,,,,,,0.997134913,0,,41.53582815,medium,high,35.14158257,-58.59788736,54.66,Alex Stone,stoneal45,Duke
222,4/14/23,6:08:50 PM,1,1,Eric Schroeder,schroer43,Right,Boston college,Luke Storm,stormlu42,Switch,Duke,,8,Top,0,0,0,Sinker,,StrikeCalled,,,,0,0,,87.27993048,-2.148026562,-1.78193024,1868.529583,222.8664013,1:30,5.964693074,1.949110292,6,-25.59582212,11.16187226,7.805911337,1.833706082,0.94317191,79.79545285,-6.937376494,-0.312095302,0.436360724,,,,,,,,,,,,-4.718315775,6.632131772,-1.808707927,50,5.774827762,3.697304616,-126.8791336,-5.580936788,-7.665538383,26.77596285,-21.39925979,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,94e82c32-e8ec-46d9-8bb1-5e65b95ecd70,87.45917168,5.962869758,1.952847858,-2.127085758,-1.82641453,79.93916632,1.835584913,0.940364462,-6.908056335,-0.355472559,0.436224798,8.223919137,9.691090658,-37.18051453,42.42078236,1488.723822,-1129.205112,79.67354839,-0.583960862,-0.604328196,-0.542012124,,,,,,,,,,,,,,,,,0.916177676,0,,,medium,high,51.82129587,76.59523975,54.66,Peter Burns,burnspe42,Boston college
223,4/14/23,6:09:03 PM,1,2,Eric Schroeder,schroer43,Right,Boston college,Mj Metz,metz-mj42,Right,Duke,,8,Top,0,0,1,Slider,,InPlay,,GroundBall,Out,1,0,,81.52885637,-0.081379229,-1.671679889,2400.229087,107.7693068,9:30,5.65513791,2.847882198,6,-37.03689727,5.066589437,-8.105528641,2.493074002,0.618536071,74.64525912,-7.015577461,-3.196500204,0.467014703,,,,,,,,,,,,3.881896732,2.754117807,-2.707137771,50,5.626838511,3.703719261,-118.5999636,-1.276253427,5.504454868,23.62594912,-28.26876353,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,342f8f08-7f9a-4344-8b8d-99550ac1d8f2,81.66725952,5.649791462,2.849056882,-0.016991379,-1.686401476,74.75048187,2.497802661,0.617837893,-6.943645716,-3.206792002,0.466894884,-7.963697731,2.985758145,-72.20640062,71.31977198,733.483434,-2285.410624,30.55889282,-0.09326122,-0.95216354,0.291010202,,,,,,,,,,,,,,,,,0.99207282,0,,,medium,high,25.81220521,20.29661444,54.66,Peter Burns,burnspe42,Boston college
224,4/14/23,6:12:27 PM,2,1,Charlie Coon,coon-ch44,Left,Boston college,Mj Metz,metz-mj42,Right,Duke,,8,Top,1,0,0,Fastball,,StrikeCalled,,,,0,0,,88.38495959,-2.248264089,1.439127407,2338.629374,158.478662,11:15,6.871180644,-1.635757134,6,-22.11638749,13.719324,-3.5306596,2.937168066,-0.592357432,80.73296494,-6.388927146,0.774323328,0.430853414,,,,,,,,,,,,2.316064839,8.038433884,1.52075335,50,6.67521551,-3.113736847,-128.498881,-5.763755274,3.859607127,27.45344452,-18.7783984,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,03d8e958-2b2a-4828-874f-6a7c0bc5b561,88.57036516,6.87028661,-1.638509774,-2.238145231,1.472624756,80.88737499,2.938375606,-0.590220281,-6.36990382,0.80708417,0.43071609,-3.845760943,12.38002368,49.4966129,26.57704582,1518.923393,1778.21795,64.94929935,-0.604210999,0.760367577,0.238265015,,,,,,,,,,,,,,,,,0.9970904,0,,,medium,high,66.08065876,16.12925144,54.66,Peter Burns,burnspe42,Boston college
225,4/14/23,6:12:43 PM,2,2,Charlie Coon,coon-ch44,Left,Boston college,Mj Metz,metz-mj42,Right,Duke,,8,Top,1,0,1,Curveball,,Foul,,,,0,0,,78.72757749,-1.060249395,1.494743994,2622.600163,303.2855131,4:00,6.519788897,-1.934473839,6,-47.92259419,-2.552538813,10.8271772,1.540531774,0.357129128,72.30957239,-9.994032121,3.536424871,0.484792818,,,,,,,,,,,,-5.385091429,-1.052984131,1.806565051,50,6.405587443,-3.298401776,-114.4746038,-3.4970982,-7.077254518,23.02465912,-33.55791406,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,0d1c5a3e-6981-4cf0-94b7-95e8138d8c57,78.83037273,6.5103327,-1.935831322,-0.947076853,1.511800995,72.3723728,1.548223854,0.357902018,-9.878966841,3.547709856,0.484694886,10.66240367,-5.376804683,65.25945508,46.70957237,1097.584024,2381.877605,41.85098588,0.229683012,0.908212254,-0.349851706,,,,,,,,,,,,,,,,,0.971182567,0,,,medium,high,47.96138487,-20.72139541,54.66,Peter Burns,burnspe42,Boston college
226,4/14/23,6:13:08 PM,2,3,Charlie Coon,coon-ch44,Left,Boston college,Damon Lux,lux--da43,Right,Duke,,8,Top,1,0,2,Curveball,,StrikeCalled,Strikeout,,StrikeoutLooking,1,0,,78.81310517,0.241877178,1.882574213,2682.606554,304.2450037,4:15,6.377976318,-2.389023685,6,-48.2994323,-3.01799898,10.97735597,2.577915702,0.275808357,72.15848806,-8.794244494,3.951354901,0.48431911,,,,,,,,,,,,-5.346797082,-1.702659219,2.229457533,50,6.369513875,-4.082459228,-114.5934553,-0.905875618,-7.040407484,23.10355928,-34.41603007,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,ef66cbd6-d1f0-4503-87c9-242fb4a7f666,78.91939549,6.368095812,-2.390384398,0.358909599,1.899472438,72.22228533,2.585692025,0.276551183,-8.676537092,3.96221588,0.484221883,10.81395657,-5.883525637,63.36494997,7.162423676,1202.62857,2397.928783,44.83059836,0.252276502,0.893880163,-0.370587131,,,,,,,,,,,,,,,,,0.973452202,0,,,medium,high,96.44618131,-27.46264722,54.66,Peter Burns,burnspe42,Boston college
227,4/14/23,6:13:38 PM,3,1,Charlie Coon,coon-ch44,Left,Boston college,Damon Lux,lux--da43,Right,Duke,,8,Top,2,0,0,Curveball,,BallCalled,,,,0,0,,78.88549312,-1.121605776,1.579493847,2630.356219,316.8678594,4:30,6.654305152,-2.417890402,6,-51.05937306,-5.771434732,10.45471379,1.356551556,-0.078513709,72.4408919,-10.63653647,3.553067227,0.484353896,,,,,,,,,,,,-5.150718234,-2.765278039,2.283312496,50,6.53333519,-3.462766193,-114.6791518,-3.713973061,-6.777674506,23.56175005,-35.81279541,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,398fe1c9-f32d-4419-b455-9cf964716b22,78.97947135,6.643661436,-2.419437802,-0.994274807,1.59878506,72.4917974,1.365038113,-0.077588024,-10.50968474,3.566752147,0.48426446,10.26910396,-8.807350226,59.77149832,84.3258922,1324.252334,2272.692147,50.34498083,0.367407034,0.864024473,-0.344200205,,,,,,,,,,,,,,,,,0.99546393,0,,,medium,high,14.10669702,59.91755151,54.66,Peter Burns,burnspe42,Boston college
228,4/14/23,6:13:54 PM,3,2,Charlie Coon,coon-ch44,Left,Boston college,Damon Lux,lux--da43,Right,Duke,,8,Top,2,1,0,Curveball,,BallCalled,,,,0,0,,79.21460844,0.903659893,-0.074480036,2649.551926,306.2278585,4:15,6.528337608,-1.473738574,6,-49.12016819,-4.37582699,10.73251241,3.274805754,-0.648574706,72.40467761,-8.310091257,1.951841327,0.481438239,,,,,,,,,,,,-5.812521593,-2.634705739,1.473536706,50,6.573192258,-0.161032114,-115.234162,0.395022721,-7.747468469,23.15834557,-35.68583003,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,22d63514-a200-4410-b18e-5436ee9142b8,79.31935001,6.51838218,-1.475008229,1.024174835,-0.058392877,72.46684713,3.282873479,-0.647855875,-8.187492425,1.962408802,0.481345262,10.57698195,-7.213351021,61.54474026,41.64368632,1262.438283,2329.45809,47.6472369,0.281594198,0.879189446,-0.38435742,,,,,,,,,,,,,,,,,0.991975004,0,,,medium,high,52.52068231,-78.82082726,54.66,Peter Burns,burnspe42,Boston college
229,4/14/23,6:14:14 PM,3,3,Charlie Coon,coon-ch44,Left,Boston college,Damon Lux,lux--da43,Right,Duke,,8,Top,2,2,0,Fastball,,StrikeSwinging,,,,0,0,,89.68756756,-1.83940334,3.125679416,2443.815038,153.9599493,11:15,6.397348047,-2.6948504,6,-20.83078096,14.04640659,-4.775575968,2.949009487,-0.185325505,81.77728062,-5.743604231,2.227945281,0.425052183,,,,,,,,,,,,3.475880112,8.100022743,2.44317605,50,6.235270448,-6.956736548,-130.2698287,-4.874559643,5.95106748,28.30412922,-18.30597003,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,573b8d09-8597-400c-8b6c-6bece23e535d,89.8791779,6.396781746,-2.697944738,-1.833408117,3.162653278,81.93539042,2.949928017,-0.18297262,-5.728845158,2.263997493,0.424915224,-5.123758447,12.76957588,48.66777034,79.52391702,1613.95448,1835.043018,66.04241541,-0.59338278,0.75089276,0.289925749,,,,,,,,,,,,,,,,,0.994921725,0,,,medium,high,18.42847468,-66.5916949,54.66,Peter Burns,burnspe42,Boston college
230,4/14/23,6:14:33 PM,3,4,Charlie Coon,coon-ch44,Left,Boston college,Giovanni Digiacomo,digiagi42,Left,Duke,,8,Top,2,2,1,Curveball,,InPlay,,Popup,Out,1,0,,79.49404046,0.514027919,1.867125547,2616.0445,312.2254586,4:30,6.547725907,-1.955348627,6,-49.2069083,-4.686758331,10.1835123,2.925088053,0.628958386,72.7317526,-8.698682072,3.786849241,0.480230602,52.92757714,35.57105535,-2.102563146,2624.327682,1.703035286,109.9868159,33.12654048,161.2737815,,2.350703842,3.166550579,-4.922228324,-2.687014679,1.797504021,50,6.560887335,-4.063282373,-115.5791128,-0.390442037,-6.591816427,23.54844117,-35.77248231,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,3538851c-22f2-4496-b077-8a6f8662df50,79.59826604,6.537631471,-1.956902572,0.634527036,1.8864551,72.79325452,2.933214014,0.629889299,-8.576544042,3.800547722,0.480137467,9.997550332,-7.559517289,61.07871417,82.63712382,1265.138959,2289.784322,48.36075835,0.325008327,0.875284928,-0.358114343,-1.579473369,43.02202858,30.78861385,-0.665452375,2.896464626,3.565155273,6.614807479,161.1380678,12.95750654,7.608975365,0.406799384,0.850960287,0.229903361,-0.472240441,,,0.995124162,0,0.991016907,22.61266602,medium,high,15.62658856,69.47273418,54.66,Peter Burns,burnspe42,Boston college
231,4/14/23,6:17:22 PM,1,1,Fran Oschell iii,oschefr42,Right,Duke,Cameron Leary,learyca42,Left,Boston college,,8,Bottom,0,0,0,Curveball,,BallCalled,,,,0,0,,81.07380078,-2.887755043,-0.861490625,,,,7.022126784,0.85749047,6,,,,0.956312696,0.056871476,75.08640255,-10.39810067,-0.861490625,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,3e87d075-2bbb-41a3-a567-5447d19ae6ba,81.20106821,7.016561628,0.85749047,-2.822074254,-0.861490625,75.17926878,0.961029837,0.056871476,-10.32752973,-0.861490625,0.468885564,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.66,Alex Stone,stoneal45,Duke
232,4/14/23,6:17:40 PM,1,2,Fran Oschell iii,oschefr42,Right,Duke,Cameron Leary,learyca42,Left,Boston college,,8,Bottom,0,1,0,Fastball,,Foul,,,,0,0,,93.2717139,-3.063646856,-1.020009659,2225.355204,207.9308433,1:00,6.30073201,0.571753142,6,-16.40452878,15.8723048,7.448207494,2.083560252,0.244471108,84.92559127,-6.136867647,0.384441777,0.408899881,,,,,,,,,,,,-4.315030654,9.458092949,-0.493139977,50,6.041688532,2.158440361,-135.5141381,-7.814212043,-7.97923444,31.15775599,-14.68440767,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,a53ad16f-81b9-4366-b997-38f62efd6471,93.46575648,6.301082988,0.574428645,-3.06854741,-1.052168929,85.08697621,2.083699483,0.242424541,-6.134146612,0.352201485,0.408771945,7.750276247,14.73704093,-4.689313486,56.47519296,2217.906166,-181.9286189,99.66526522,-0.88055618,-0.08175262,-0.466837577,,,,,,,,,,,,,,,,,0.996567002,0,,,medium,high,39.17232633,80.94797866,54.66,Alex Stone,stoneal45,Duke
233,4/14/23,6:18:01 PM,1,3,Fran Oschell iii,oschefr42,Right,Duke,Cameron Leary,learyca42,Left,Boston college,,8,Bottom,0,1,1,Fastball,,Foul,,Popup,,0,0,,93.49209333,-2.70684916,-1.368286168,2135.871576,212.6173383,1:00,6.326344781,0.734201434,6,-17.39280871,14.71454727,8.226631998,2.358955226,0.148003065,85.12926625,-5.967520574,0.182665738,0.407824952,87.22950962,60.63555189,-57.3266067,860.5560101,-86.27858108,68.23493566,130.2890798,257.2372736,,-49.00177138,5.719780894,-4.836155288,8.72702174,-0.627705673,50,6.09579149,2.963490165,-135.8615287,-7.020641497,-8.990505662,31.26503043,-15.95034838,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,6d576d90-32a7-414e-bbfb-e1d60856d1b1,93.68497203,6.326346947,0.737176804,-2.70754289,-1.404220357,85.28924535,2.359368003,0.14566805,-5.960672015,0.146638566,0.407697635,8.563853439,13.55176529,-7.791790684,87.18060271,2116.151662,-289.5678378,99.07672754,-0.834512696,-0.135573618,-0.534049019,-36.00561896,23.09159232,76.02210939,-0.145728384,1.733704084,2.478702449,-194.1446522,168.7568338,26.91563122,25.40695718,-0.231689103,-0.82492178,0.159892928,-0.542160778,,,0.826044739,0,0.809662017,39.3542799,medium,high,11.53745756,-78.47869032,54.66,Alex Stone,stoneal45,Duke
234,4/14/23,6:18:26 PM,1,4,Fran Oschell iii,oschefr42,Right,Duke,Cameron Leary,learyca42,Left,Boston college,,8,Bottom,0,1,2,Fastball,,Foul,,Popup,,0,0,,94.3715848,-2.080637891,-0.453773495,2206.194233,211.1539101,1:00,6.290774332,0.164575453,6,-16.45680575,15.03857227,7.994706611,2.984985341,0.409113458,85.80728216,-5.17129209,1.054330228,0.403919607,88.24269276,61.65850617,-48.82531991,,-82.12728894,73.17860624,140.8169162,262.3757591,,-48.60412859,6.063856946,-4.445015608,8.725417154,-0.13234,50,6.111854757,0.81060312,-137.2275715,-5.554257747,-8.42185899,32.18180358,-15.64222172,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,88b04858-96ba-48a7-acb0-55a8b7c177c5,94.56981018,6.291042488,0.167585993,-2.084514558,-0.489623225,85.97028963,2.985193934,0.406812551,-5.167588576,1.018781079,0.403790308,8.330765914,13.89565943,-8.905829234,79.75129465,2179.59662,-341.5429175,98.79441203,-0.845463506,-0.154810901,-0.511101796,-31.53166148,27.57927907,77.66537527,-0.45399518,1.969588371,3.261651365,-196.8234637,173.4980205,,,,,,,,,0.988098681,0,,40.337885,medium,high,18.22383481,-89.79501129,54.66,Alex Stone,stoneal45,Duke
235,4/14/23,6:19:08 PM,1,5,Fran Oschell iii,oschefr42,Right,Duke,Cameron Leary,learyca42,Left,Boston college,,8,Bottom,0,1,2,Curveball,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,c9cac2e5-57fc-4a93-924e-391db2ea572a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
236,4/14/23,6:19:16 PM,1,6,Fran Oschell iii,oschefr42,Right,Duke,Nick Wang,wang-ni42,Right,Boston college,,8,Bottom,0,2,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1,0,,94.50446801,-0.65366119,0.538271727,,,,5.345674777,0.21705189,6,,,,2.257881771,0.717267166,86.74438384,-6.222862425,0.538271727,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,97811a99-68d3-4ff9-8c72-b3830993c4d5,94.66419424,5.341594501,0.21705189,-0.605525901,0.538271727,86.86804914,2.261290267,0.717267166,-6.170429544,0.538271727,0.401640059,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.66,Alex Stone,stoneal45,Duke
237,4/14/23,6:19:56 PM,2,1,Fran Oschell iii,oschefr42,Right,Duke,Nick Wang,wang-ni42,Right,Boston college,,8,Bottom,1,0,0,Curveball,,StrikeCalled,,,,0,0,,82.28847427,-2.149810938,0.967199371,2125.065285,55.9442021,7:45,7.084774129,0.123187408,6,-42.2510784,-0.910229163,-6.11812197,1.564869929,0.512220049,75.82816364,-10.00865925,-0.185440974,0.462765761,,,,,,,,,,,,3.576117894,0.131127321,-0.198276627,50,6.885075207,-1.835435268,-119.6599902,-5.768162946,5.165215566,23.91293612,-31.98465402,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,0d19ee29-6d10-4bf5-8f2b-9e87ce20ccf3,82.40426096,7.077629988,0.125489126,-2.063879609,0.938758676,75.90855696,1.570836342,0.510661349,-9.918642541,-0.209122036,0.462663291,-5.847209723,-3.125380897,-76.95873407,57.02864137,479.5268279,-2070.255174,22.56527511,0.126365541,-0.974207799,0.186951636,,,,,,,,,,,,,,,,,0.992697678,0,,,medium,high,38.67422277,2.142524094,54.66,Alex Stone,stoneal45,Duke
238,4/14/23,6:20:14 PM,2,2,Fran Oschell iii,oschefr42,Right,Duke,Nick Wang,wang-ni42,Right,Boston college,,8,Bottom,1,0,1,Curveball,,StrikeCalled,,,,0,0,,84.17908584,-1.910773516,-0.477772155,2358.800706,61.36276071,8:00,6.851990803,0.685904623,6,-40.14078098,-0.61773086,-7.405773042,1.730577918,-0.375233486,77.40845637,-9.388641993,-1.87320805,0.452477251,,,,,,,,,,,,3.851931216,0.225436029,-0.642712387,50,6.673034307,1.24951318,-122.4313324,-5.32355894,5.81793216,25.27861385,-31.83355246,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,df2645c9-fe16-43e6-b13a-17fab32f73fe,84.29986428,6.845011298,0.687690503,-1.826525429,-0.499994158,77.49408216,1.736420682,-0.376393154,-9.300312455,-1.890664359,0.452376259,-7.193298304,-2.793822752,-74.47381819,13.81004056,631.4006507,-2272.723914,26.76786763,0.128288325,-0.963508239,0.23493399,,,,,,,,,,,,,,,,,0.929782062,0,,,medium,high,77.57096349,-7.127695954,54.66,Alex Stone,stoneal45,Duke
239,4/14/23,6:20:47 PM,2,3,Fran Oschell iii,oschefr42,Right,Duke,Nick Wang,wang-ni42,Right,Boston college,,8,Bottom,1,0,2,Curveball,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,1236c19b-450e-42f9-a682-4ea2114d90bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
240,4/14/23,6:20:52 PM,2,4,Fran Oschell iii,oschefr42,Right,Duke,Barry Walsh,walshba42,Right,Boston college,,8,Bottom,1,1,2,Fastball,,InPlay,,GroundBall,Out,1,0,,96.46267635,-3.551634458,-1.240328664,2208.464608,206.3306664,1:00,6.762338911,0.204664838,6,-15.00417132,15.17762361,6.338261975,2.206550397,-0.419928759,87.905853,-6.358726889,-0.04590613,0.395406728,,,,,,,,,,,,-3.776736048,9.214417547,-0.107479886,50,6.46425621,2.809028222,-140.0811137,-9.226500098,-7.47058261,32.97468512,-13.94744687,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,3a5dfe42-af31-4519-b280-9dea3e83edb6,96.65916968,6.762797511,0.207105602,-3.557763725,-1.270101109,88.07123838,2.206573419,-0.421861462,-6.357845404,-0.075854695,0.395285468,6.617939966,14.16271017,-17.23691779,66.80594665,2109.277223,-654.4199897,95.50876274,-0.855996481,-0.296323512,-0.423630028,,,,,,,,,,,,,,,,,0.776260176,0,,,medium,high,29.87464801,70.05873602,54.66,Alex Stone,stoneal45,Duke
241,4/14/23,6:21:36 PM,3,1,Fran Oschell iii,oschefr42,Right,Duke,Barry Walsh,walshba42,Right,Boston college,,8,Bottom,2,0,0,Fastball,,BallCalled,,,,0,0,,96.84511877,-2.52438706,-2.839902005,2225.045261,209.2046245,1:00,6.656592205,1.131599656,6,-14.94900711,15.00631558,7.229100405,3.060595197,-0.907178473,88.09046761,-5.329920897,-1.479160348,0.393920447,,,,,,,,,,,,-4.725873506,8.82609741,-0.904664314,50,6.442145375,6.719699963,-140.6272433,-6.73749943,-9.417941273,33.33039941,-14.58499077,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,c300b75e-1930-4f33-b060-ce6b00b1c29e,97.04632498,6.657096033,1.134385439,-2.530901363,-2.872966269,88.25746265,3.060597247,-0.909337001,-5.329292694,-1.512093768,0.393796296,7.539394718,13.99269211,-15.04923043,63.77684573,2148.733069,-577.7305704,96.57030833,-0.842945513,-0.259648907,-0.471195615,,,,,,,,,,,,,,,,,0.996939049,0,,,medium,high,32.60083885,53.52300152,54.66,Alex Stone,stoneal45,Duke
