PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam
118,4/14/23,5:12:17 PM,6,4,Charlie Beilenson,beilech42,Right,Duke,Barry Walsh,walshba42,Right,Boston college,,4,Bottom,2,1,2,Fastball,,BallCalled,,,,0,0,,91.82840625,-2.114144317,-2.619399235,2358.803003,214.480286,1:15,5.104666694,1.411341843,6,-20.91307621,12.33034478,6.068572381,2.876975623,-0.944998343,84.48145869,-5.543748499,-2.1373191,0.414977335,,,,,,,,,,,,-4.023853619,7.252523301,-1.201706469,50,4.920209216,5.89943122,-133.4189131,-5.634608753,-7.228306708,29.61697703,-19.14587615,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,69bc179d-3df6-4fea-8129-a8be26b84751,92.00920054,5.103910543,1.414472335,-2.105369393,-2.658208206,84.64063346,2.877978284,-0.947583121,-5.527770346,-2.176931146,0.414840128,6.426141995,11.10495855,-48.99628002,80.05325159,1547.629572,-1780.110758,65.61080221,-0.540843638,-0.754666988,-0.371437608,,,,,,,,,,,,,,,,,0.995447886,0,,,high,high,17.95207357,44.88366933,54.66,Alex Stone,stoneal45,Duke
119,4/14/23,5:12:39 PM,6,5,Charlie Beilenson,beilech42,Right,Duke,Barry Walsh,walshba42,Right,Boston college,,4,Bottom,2,2,2,Curveball,,Foul,,FlyBall,,0,0,,80.0160531,-1.141736345,-1.877301729,2639.925355,59.79854192,8:00,5.100724531,2.002206146,6,-46.7593068,-4.182067813,-13.46870843,2.035157594,-0.521304411,74.29758528,-8.74481341,-3.858072827,0.469634799,,,,,,,,,,,,6.859561667,-2.262707598,-1.708599847,50,5.892325597,3.115038722,-118.2967803,-1.356280935,9.599732143,25.18038762,-35.34063485,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,616901ba-1333-445d-84f3-072646a5e26e,80.11283241,5.091419487,2.00121654,-1.026962527,-1.865475042,74.36304748,2.043055862,-0.520342996,-8.625998469,-3.842970222,0.469539802,-13.57222063,-7.045967271,-51.64933365,71.56640048,1638.001762,-2070.303385,62.04727566,0.31212382,-0.784228001,0.536251026,,,,,,,,,,,,,,,,,0.985700085,0,,,high,high,25.59023957,-68.76532179,54.66,Alex Stone,stoneal45,Duke
120,4/14/23,5:13:02 PM,6,6,Charlie Beilenson,beilech42,Right,Duke,Vince Cimini,ciminvi42,Right,Boston college,,4,Bottom,2,2,2,Slider,,InPlay,,GroundBall,Single,0,1,,79.51309945,-1.541690934,-1.495209761,2790.700298,65.5141777,8:15,5.020994916,2.295346068,6,-48.37808443,-3.610541414,-16.349811,1.433801664,0.231723904,73.10211903,-9.642086926,-3.149127092,0.481563045,104.7295257,4.245609126,-10.81220803,,,,,115.004665,,-10.79727851,0.810473162,8.349872002,-1.44912036,-2.164234352,50,4.867496088,3.487766251,-115.5409896,-4.507018356,11.10287679,24.80981755,-34.10095395,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,609bfc24-45bb-4b40-8e25-5438028d7f8d,79.6081096,5.011415679,2.293085927,-1.424112121,-1.467719978,73.16003068,1.441997432,0.233683437,-9.51957516,-3.118762878,0.481460758,-16.59958764,-6.686705878,-46.52222557,69.14116864,1920.205915,-2025.047506,68.80731392,0.285184341,-0.725641341,0.626190496,-19.59236316,102.5880038,7.753343109,-0.362344231,2.445877045,1.589267189,-21.54435944,112.9686396,,,,,,,,,0.972867688,0,,63.55063988,high,high,27.77294822,75.97250941,54.66,Alex Stone,stoneal45,Duke
121,4/14/23,5:13:41 PM,7,1,Charlie Beilenson,beilech42,Right,Duke,Vince Cimini,ciminvi42,Right,Boston college,,4,Bottom,2,0,0,,,BallCalled,,,,0,1,,93.20844709,-2.436925876,-4.940181136,2269.801293,226.225233,1:30,6.211671614,2.039577403,6,-20.79585546,11.63656468,8.819645462,2.204302368,-1.82763182,85.01295969,-6.327137472,-3.28805966,0.409884222,,,,,,,,,,,,-6.16539082,6.967351836,-1.641952074,50,6.000421667,11.37153122,-135.0387317,-6.477612121,-11.35429453,30.13661072,-19.34284924,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,db0660b3-3f14-4bd1-aad0-71f1ff3f3545,93.39937356,6.210809329,2.043607172,-2.427243336,-4.987934672,85.16764965,2.205376696,-1.830646776,-6.309806077,-3.334735785,0.409760633,9.271638065,10.45239572,-40.91737764,40.15065574,1715.186354,-1486.651836,75.56548493,-0.522781101,-0.654970037,-0.545631901,,,,,,,,,,,,,,,,,0.780273998,0,,,medium,high,53.86440983,-72.7369017,54.66,Alex Stone,stoneal45,Duke
122,4/14/23,5:14:51 PM,8,1,Charlie Beilenson,beilech42,Right,Duke,Sam Mcnulty,mcnulsa42,Right,Boston college,,4,Bottom,2,0,0,Changeup,,InPlay,,GroundBall,Single,0,1,,82.35430466,-2.018171192,-1.647928842,1567.646909,242.7429576,2:00,5.158300961,1.798375582,6,-33.21875055,8.121016294,11.57486635,2.010168241,1.027882882,76.7921304,-7.827145599,0.45246436,0.462759703,90.87906195,5.639989887,-31.03950433,,,,,114.8105887,,-30.9823641,0.935339755,-6.721582631,4.968718327,-1.671079583,50,4.974590717,3.09510173,-119.7222168,-5.222932644,-9.705495557,24.22583875,-24.99956758,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,b0766263-01dc-45d0-96fd-f6b81822d514,82.50477079,5.154999174,1.802360482,-1.978063147,-1.697258232,76.91778799,2.013321974,1.024581886,-7.779074825,0.401897594,0.462615536,12.02770653,6.274359772,-14.64287432,5.448217342,1516.73017,-396.2908309,96.7520276,-0.443108017,-0.252793425,-0.860087652,-46.63302918,77.48932296,8.931367017,-1.06776903,2.086691305,2.104573044,-59.10153014,98.43007877,,,,,,,,,0.996563697,0,,50.74288202,high,high,85.09660439,-26.00787974,54.66,,,
123,4/14/23,5:15:29 PM,8,1,Charlie Beilenson,beilech42,Right,Duke,Sam Mcnulty,mcnulsa42,Right,Boston college,,4,Bottom,2,0,0,Fastball,,Foul,,,,0,0,,92.10553473,-0.032346849,-1.624542795,,,,5.350469675,1.152069425,6,,,,2.707463462,-0.357976524,84.49716776,-5.902150243,-1.624542795,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,d9cc1feb-da9a-424e-b69b-b75aaf750e4b,92.26180955,5.346226863,1.152069425,0.018072285,-1.624542795,84.6182648,2.711038984,-0.357976524,-5.846711351,-1.624542795,0.412223578,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.66,Alex Stone,stoneal45,Duke
124,4/14/23,5:15:46 PM,8,2,Charlie Beilenson,beilech42,Right,Duke,Sam Mcnulty,mcnulsa42,Right,Boston college,,4,Bottom,2,0,1,Fastball,,StrikeCalled,,,,0,0,,92.90907587,-3.431865242,-2.325805342,2269.816887,221.2384549,1:15,4.706026194,1.61967901,6,-19.75850799,12.79236618,8.761566956,1.864227458,0.198553289,86.49416102,-6.111770416,-0.931649369,0.410632057,,,,,,,,,,,,-5.395061387,7.888996673,-1.435541827,50,4.414771071,5.17940545,-134.8627491,-8.766477511,-9.896175844,30.43281369,-17.70324143,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,42b5d574-ca73-4de5-ac48-069a61581576,93.08827719,4.705508684,1.623147102,-3.426000298,-2.36879166,86.65328468,1.86495778,0.195677166,-6.100060085,-0.975650629,0.410499431,9.1573741,11.60524248,-32.97857736,91.37663295,1904.090699,-1235.519044,83.88741447,-0.630810414,-0.544325426,-0.55298106,,,,,,,,,,,,,,,,,0.997426778,0,,,high,high,7.761030348,81.5027188,54.66,Alex Stone,stoneal45,Duke
125,4/14/23,5:16:01 PM,8,3,Charlie Beilenson,beilech42,Right,Duke,Peter Burns,burnspe42,Left,Boston college,,4,Bottom,2,0,2,Changeup,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1,0,,85.00257388,-2.08842538,-0.571091509,1678.391278,245.3572514,2:15,5.066725947,1.949586316,6,-31.36594726,7.448673221,11.91186905,1.881732911,1.395407739,78.3492947,-7.830058241,1.115896409,0.448403707,,,,,,,,,,,,-6.591060864,4.633880401,-1.91009871,50,4.878453224,0.861251644,-123.6030015,-5.483897436,-10.13365265,26.05570869,-25.04953119,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,459abbf4-8ac6-4eb7-98ad-94292e4e47d4,85.15629259,5.063654873,1.953803482,-2.051150012,-0.623328049,78.47634398,1.884760829,1.391883397,-7.784095276,1.06205024,0.44826456,12.39138466,5.683013487,-18.68705086,8.08113018,1589.911043,-537.7547374,94.72827128,-0.39497811,-0.320398911,-0.861009193,,,,,,,,,,,,,,,,,0.98939315,0,,,high,high,82.72698284,-20.66079704,54.66,Alex Stone,stoneal45,Duke
126,4/14/23,5:18:18 PM,1,1,Henry Leake,leakehe42,Right,Boston college,Andrew Fischer,fischan44,Left,Duke,,5,Top,0,0,0,Fastball,,StrikeCalled,,LineDrive,,0,0,,85.90941322,-3.642720731,-0.452639486,2036.527774,228.5682611,1:30,4.666987555,0.837411346,6,-25.35643306,12.28442532,12.02823977,1.475627141,0.361127705,78.71260942,-6.788196106,1.146914004,0.444388511,,,,,,,,,,,,-6.707860664,7.778850371,-0.807717486,50,4.355288672,0.602758908,-124.7491072,-8.749495477,-10.49885053,26.68576591,-19.99893275,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,e3e32a1a-07ae-4674-9a2c-6fdec682d06f,86.07021569,4.665161803,0.841016039,-3.620965814,-0.497080139,78.85139357,1.477545337,0.358134812,-6.758333339,1.100485699,0.4442457,12.4636813,10.66526271,10.91648395,24.68350063,1999.675316,385.6734461,98.19042691,-0.649752848,0.189377946,-0.736177445,,,,,,,,,,,,,,,,,0.759389104,0,,,high,high,67.78484944,-55.93770553,54.66,Peter Burns,burnspe42,Boston college
127,4/14/23,5:18:32 PM,1,2,Henry Leake,leakehe42,Right,Boston college,Jay Beshears,besheja43,Right,Duke,,5,Top,0,0,1,Fastball,,InPlay,,FlyBall,Out,1,0,,86.74900065,-3.201112468,-1.463188642,2062.819339,228.6620885,1:30,4.637228721,0.477563035,6,-24.44077299,12.14919148,12.02451173,1.908557481,-0.343295648,79.74828195,-6.27092176,0.50280711,0.435364002,96.29880077,28.63010446,-1.418288391,3178.192379,,,,360.252713,,-14.7044197,4.691946283,-7.007432304,7.050754445,-0.15895585,50,5.359979262,3.538409622,-127.3215197,-4.528350906,-11.42791028,27.72987867,-20.67548838,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,be7595f0-53bc-4f9a-b3d7-155de3a43201,86.91159255,4.635501849,0.481141155,-3.180388853,-1.507503889,79.89133626,1.910407861,-0.346361875,-6.242376322,0.455884241,0.435231872,12.45334508,10.59517715,11.42593344,72.75972848,2021.93758,408.6466072,98.01816094,-0.647408601,0.198101016,-0.735947071,-2.092088471,84.49858046,46.14186924,0.37366527,1.522728314,1.854066379,-91.44386741,348.4537794,-83.55149511,11.97051656,0.954113747,0.662260141,-0.127697111,0.738312233,,,0.99057302,0,0.995445175,54.89485652,high,high,24.51624437,70.68199478,54.66,Peter Burns,burnspe42,Boston college
128,4/14/23,5:19:05 PM,2,1,Henry Leake,leakehe42,Right,Boston college,Jay Beshears,besheja43,Right,Duke,,5,Top,1,0,0,Slider,,BallCalled,,,,0,0,,78.89892612,0.22414624,-3.425191549,2097.061008,265.149265,2:45,5.909431822,1.142548516,6,-42.34220497,2.796863546,13.9837371,2.589581081,-0.878869886,72.04815269,-7.713814755,-0.79179177,0.483557161,,,,,,,,,,,,-8.550322995,1.441553024,-0.871812228,50,5.902941606,6.455717092,-114.6057345,-0.773194696,-11.30483761,22.34778699,-30.26809552,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,17771f2d-1c7c-4b91-b9ce-5c84dc34f4d9,79.02819814,5.902293265,1.144971933,0.309120691,-3.453994575,72.13783815,2.595508969,-0.880875,-7.623788672,-0.822755071,0.483439721,14.25294499,0.368660996,45.81783605,62.1248308,1461.529665,1503.860336,69.69418913,-0.058933545,0.717127604,-0.694445705,,,,,,,,,,,,,,,,,0.983705899,0,,,medium,high,34.08765228,42.70822226,54.66,Peter Burns,burnspe42,Boston college
129,4/14/23,5:19:21 PM,2,2,Henry Leake,leakehe42,Right,Boston college,Jay Beshears,besheja43,Right,Duke,,5,Top,1,1,0,Fastball,,BallCalled,,,,0,0,,85.69142964,-4.091924566,-2.577782297,,,,4.457682531,0.127678507,6,,,,0.866789243,-0.596692861,79.74306544,-7.921605482,0.616850102,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,3f7f757c-f78b-4fa6-b3f2-10b21e689e06,85.81846168,4.453062478,0.127678507,-4.035784549,-2.577782297,79.85071629,0.870846756,-0.596692861,-7.859367375,0.616850102,0.43848814,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,high,high,,,54.66,Peter Burns,burnspe42,Boston college
130,4/14/23,5:19:36 PM,2,3,Henry Leake,leakehe42,Right,Boston college,Jay Beshears,besheja43,Right,Duke,,5,Top,1,2,0,Slider,,StrikeCalled,,,,0,0,,80.63890413,-2.533375127,0.244674656,2198.95386,204.2600744,12:45,4.797217317,0.896463044,6,-30.86652427,12.14095997,3.005073675,1.239428825,-0.13734261,75.25829625,-8.253565441,-0.468877727,0.472001677,,,,,,,,,,,,-1.548952576,7.261880428,-0.918124979,50,4.572938923,-0.589734935,-117.2561696,-6.102195253,-2.151290069,22.67140645,-22.08825904,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,acb69f53-d6da-4d08-9c42-a71e23cdde95,80.79879938,4.794838095,0.899877245,-2.50461687,0.202068832,75.39531978,1.241844301,-0.139962945,-8.21639366,-0.509104547,0.47184058,3.397589594,10.42688705,-57.19575017,67.24367063,1191.32844,-1848.278828,54.17705491,-0.49392669,-0.840526426,-0.222602229,,,,,,,,,,,,,,,,,0.960030543,0,,,high,high,29.48069643,83.29902966,54.66,Peter Burns,burnspe42,Boston college
131,4/14/23,5:19:52 PM,2,4,Henry Leake,leakehe42,Right,Boston college,Alex Stone,stoneal45,Right,Duke,,5,Top,1,2,1,Fastball,,InPlay,,FlyBall,HomeRun,0,1,,87.5676813,-1.004193866,-1.902290598,2159.373722,234.7357952,1:45,5.612036,0.401080755,6,-25.49211844,11.12148847,13.44131583,2.553913802,-0.247203744,79.61950494,-5.796204236,0.633993786,0.435504633,109.6600128,21.50720263,-13.03962401,2375.084604,,,,429.6125883,,-18.84205872,4.769352989,-7.818553968,6.298615368,-0.254154195,50,5.515424911,3.798271493,-127.3233549,-3.049597298,-12.73970849,27.94682045,-21.9109595,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,547da65b-1ce6-4cbc-bffd-51fab1eb587c,87.74181146,5.6099139,0.405420551,-0.97938307,-1.954519669,79.75881174,2.556024955,-0.250628767,-5.763444845,0.58123277,0.435373842,13.93121811,9.494431488,12.348632,45.04292865,2109.415325,461.8028359,97.68644043,-0.563990353,0.213859616,-0.797608266,-23.01927314,99.39377106,40.20335501,0.30563025,1.457088686,2.46510841,-138.7479001,406.5906987,-59.81410756,62.72021606,1.49690782,0.921333072,0.098595149,0.376064313,,,0.972772659,0,0.997140818,65.38858053,medium,high,49.46136422,58.73321438,54.66,Peter Burns,burnspe42,Boston college
132,4/14/23,5:20:35 PM,3,1,Henry Leake,leakehe42,Right,Boston college,Alex Stone,stoneal45,Right,Duke,,5,Top,1,0,0,Slider,,BallCalled,,,,0,0,,80.19329436,-3.284657191,-1.949105383,2180.862964,202.2921626,12:45,4.644532583,0.414662817,6,-31.54382283,12.01687038,1.922826116,0.822031064,-1.808815281,75.34562621,-8.501241754,-2.242628759,0.464632325,,,,,,,,,,,,-1.824951314,7.261893671,-0.248564086,50,5.80403592,5.390365187,-119.072301,-7.072903827,-2.616272437,23.17251846,-21.76331035,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,90c0696e-7ee7-4ae1-83aa-0b6cbd40bddb,80.34895638,4.64197059,0.417910531,-3.253544411,-1.989637963,75.48093942,0.824565193,-1.811315068,-8.462252081,-2.280884221,0.464488015,2.297018821,10.3045453,-61.06358804,74.60277121,1055.185776,-1908.597979,48.38386425,-0.447677324,-0.875157225,-0.183534318,,,,,,,,,,,,,,,,,0.997144964,0,,,high,high,22.85750591,69.76329735,54.66,Peter Burns,burnspe42,Boston college
133,4/14/23,5:20:50 PM,3,2,Henry Leake,leakehe42,Right,Boston college,Alex Stone,stoneal45,Right,Duke,,5,Top,1,1,0,Changeup,,Foul,,,,0,0,,76.17324011,-1.505530474,0.067411645,2080.497752,273.0287365,3:00,5.116848981,0.790449462,6,-46.03646196,1.644729456,13.2792843,1.838239677,0.200239441,70.30594597,-9.097265764,1.167790088,0.500863737,,,,,,,,,,,,-7.320562024,1.53758892,-0.803865158,50,4.967303608,-0.509053556,-110.7822661,-4.203878528,-9.014422218,21.47927674,-30.28068734,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,132765e4-49ec-41f8-b46a-33f50bb5fb90,76.28173629,5.109382073,0.791941283,-1.41430105,0.049316337,70.38267593,1.84480954,0.198917127,-8.997918356,1.147153619,0.500739709,13.4448275,-1.041458138,51.89719624,4.739460179,1283.821853,1637.153733,61.70743766,0.032604241,0.786904831,-0.616212423,,,,,,,,,,,,,,,,,0.978583666,0,,,high,high,85.73448584,-21.06453548,54.66,Peter Burns,burnspe42,Boston college
134,4/14/23,5:21:10 PM,3,3,Henry Leake,leakehe42,Right,Boston college,Luke Storm,stormlu42,Switch,Duke,,5,Top,1,1,1,Changeup,,InPlay,,FlyBall,Out,1,0,,75.96215917,-1.095342742,0.017957573,2011.170624,272.3654365,3:00,5.266846646,0.895759057,6,-46.64007951,1.772194417,12.98031456,2.889949024,0.482765378,69.48732769,-7.377662934,1.039468008,0.502128955,,,,,,,,,,,,-7.294674648,1.471286521,-0.905109957,50,5.150597043,-0.410330593,-110.4948107,-3.405462658,-8.937767921,21.33174283,-30.37136227,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,bc9780de-d729-469f-960f-f6db54929818,76.07182127,5.259565484,0.897343393,-1.005437116,-0.001506057,69.56902921,2.896531963,0.481448603,-7.276973946,1.018877049,0.502003858,13.1446453,-0.915784234,50.11943302,7.399289198,1289.541264,1543.337489,64.11893892,0.026463764,0.767382673,-0.640643038,,,,,,,,,,,,,,,,,0.985667996,0,,,high,high,83.34063972,10.56325714,54.66,Peter Burns,burnspe42,Boston college
135,4/14/23,5:21:43 PM,4,1,Henry Leake,leakehe42,Right,Boston college,Luke Storm,stormlu42,Switch,Duke,,5,Top,2,0,0,Slider,,StrikeCalled,,,,0,0,,77.81911136,0.074312595,0.780209385,,,,5.790975509,-0.048117801,6,,,,2.201886758,0.676953339,71.72559795,-8.120955934,0.780209385,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,e730e594-1f64-492e-9d94-4b5193ce31a8,77.94924542,5.784986462,-0.048117801,0.145259505,0.780209385,71.8185391,2.206943743,0.676953339,-8.04404332,0.780209385,0.487772876,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.66,Peter Burns,burnspe42,Boston college
136,4/14/23,5:22:00 PM,4,2,Henry Leake,leakehe42,Right,Boston college,Luke Storm,stormlu42,Switch,Duke,,5,Top,2,0,1,Slider,,StrikeSwinging,,,,0,0,,77.21404484,-1.568690705,0.47361019,,,,5.083346742,1.189345881,6,,,,2.293652602,1.355802341,70.92176229,-7.740394713,1.682002398,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,4ca4c472-fa22-4227-b94c-6be712c070b5,77.33127846,5.077778941,1.189345881,-1.500154351,0.47361019,71.01490554,2.298865671,1.355802341,-7.661355739,1.682002398,0.493012331,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,high,high,,,54.66,Peter Burns,burnspe42,Boston college
137,4/14/23,5:22:23 PM,4,3,Henry Leake,leakehe42,Right,Boston college,Mj Metz,metz-mj42,Right,Duke,,5,Top,2,0,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,866c1485-55ac-401d-b876-1039e16fa14f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
138,4/14/23,5:24:19 PM,1,1,Charlie Beilenson,beilech42,Right,Duke,Peter Burns,burnspe42,Left,Boston college,,5,Bottom,0,0,0,Changeup,,StrikeSwinging,,,,0,0,,82.2864235,-2.247923152,-0.726070309,1277.129562,251.644424,2:30,4.980583661,2.03354488,6,-35.71159476,5.509640353,10.22406042,1.488357928,0.841385982,75.6301839,-8.622386909,0.422169295,0.462971546,,,,,,,,,,,,-5.735890369,3.587578781,-1.980486512,50,4.776616598,1.207110996,-119.6489171,-5.781176471,-8.275472155,24.10839361,-26.99806009,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,9982e42c-97b6-4c01-960c-0b499fbecee6,82.42837764,4.976565435,2.037099748,-2.198607311,-0.770383213,75.74530694,1.492274622,0.838363388,-8.563149822,0.375925778,0.4628341,10.6597499,3.589924388,-18.52845743,26.05197703,1210.930752,-405.8406505,94.81659398,-0.298590004,-0.317775629,-0.899923696,,,,,,,,,,,,,,,,,0.983842347,0,,,high,high,66.55322067,-40.57737421,54.66,Alex Stone,stoneal45,Duke
139,4/14/23,5:24:32 PM,1,2,Charlie Beilenson,beilech42,Right,Duke,Peter Burns,burnspe42,Left,Boston college,,5,Bottom,0,0,1,Fastball,,StrikeCalled,,,,0,0,,92.01358034,-3.124925666,-1.921310585,2312.23167,221.8233395,1:30,4.732732704,1.84295304,6,-20.41116622,12.75023473,8.930845656,1.927474918,0.033237289,84.73685212,-6.044473128,-1.146144876,0.414465091,,,,,,,,,,,,-5.371614446,7.780996068,-1.691857162,50,4.466232677,4.181915501,-133.635264,-7.987724703,-9.67084179,29.98602051,-18.1654526,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,055cfc6c-6608-47b9-aa2c-febc7d4e2473,92.19296657,4.732139788,1.846608156,-3.118218569,-1.966223308,84.89473158,1.92832053,0.030193442,-6.031021575,-1.192544346,0.414329225,9.344032469,11.51992858,-34.46881635,83.24815563,1906.283177,-1308.625134,82.44343343,-0.614372114,-0.565957621,-0.549762564,,,,,,,,,,,,,,,,,0.996861785,0,,,high,high,15.07665993,-83.78941672,54.66,Alex Stone,stoneal45,Duke
140,4/14/23,5:24:47 PM,1,3,Charlie Beilenson,beilech42,Right,Duke,Travis Honeyman,honeytr42,Right,Boston college,,5,Bottom,0,0,2,Changeup,,InPlay,,GroundBall,Out,1,0,,83.79856895,-2.461281632,-0.921063841,1715.909445,252.536052,2:30,4.768211147,2.275101887,6,-33.90269776,6.078230691,12.85766188,1.328415249,1.641489106,77.193826,-8.146436182,1.61334606,0.455090699,,,,,,,,,,,,-7.206445451,4.009073759,-2.207695321,50,4.548072375,1.564014021,-121.8073372,-6.276058882,-10.75541395,25.40304888,-26.19062154,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,3e8b627f-25fa-4bc1-aaae-8d978b07f16a,83.94563468,4.764552362,2.279716619,-2.416969921,-0.977936837,77.31335647,1.331885698,1.637699088,-8.093468636,1.554844528,0.454954448,13.38076446,4.194147344,-18.61020984,7.697711959,1626.187212,-547.5950837,94.7711557,-0.28441358,-0.319128195,-0.904027716,,,,,,,,,,,,,,,,,0.996584898,0,,,high,high,83.07205924,-16.59962305,54.66,Alex Stone,stoneal45,Duke
141,4/14/23,5:25:27 PM,2,1,Charlie Beilenson,beilech42,Right,Duke,Travis Honeyman,honeytr42,Right,Boston college,,5,Bottom,1,0,0,Fastball,,BallCalled,,,,0,0,,92.52685962,-4.045397191,-2.124917147,2094.052962,223.0886231,1:30,4.54395909,1.524554726,6,-21.27219315,11.5576321,8.076728431,-0.996846367,0.222084764,84.65629104,-8.008430917,-0.604653961,0.412387799,,,,,,,,,,,,-4.961027637,7.389665137,-1.356383622,50,4.201698121,4.707132775,-134.2409551,-10.22137411,-9.024767373,29.89912547,-18.73126843,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,fcf076df-b76a-4c80-8954-0cfea85ff92d,92.70062306,4.542984277,1.527850362,-4.033841692,-2.165896093,84.81878914,-0.995278804,0.218625901,-7.987131613,-0.650840334,0.412256108,8.45328253,10.339063,-36.65385844,82.7637339,1679.967939,-1250.106209,80.22566616,-0.585886384,-0.59697927,-0.548044612,,,,,,,,,,,,,,,,,0.994389152,0,,,high,medium,15.51263949,-87.94326345,54.66,Alex Stone,stoneal45,Duke
